ca,regime,famille,paquet,poids
390880.00,3,NA,B,281.81
131922.00,3,NA,B,281.81
1172640.00,3,NA,B,281.81
3664500.00,3,NA,B,330.12
219870.00,3,NA,B,330.12
1612380.00,3,NA,B,132.45
234528.00,3,NA,B,132.45
494707.50,2,CO,B,144.24
183225.00,1,AR,B,144.24
1832250.00,2,CO,B,53.27
342020.00,3,AR,B,53.27
6815970.00,3,AR,A,53.27
2271990.00,3,AR,B,53.27
439740.00,3,AR,B,53.27
62540.80,3,CO,B,373.73
295603.00,2,CO,B,79.88
3664500.00,1,NA,B,79.88
439740.00,2,CO,B,79.88
2253667.50,3,NA,B,79.88
952770.00,3,AR,B,79.88
366450.00,2,CO,B,79.88
7695450.00,3,AR,A,79.88
857493.00,2,CO,B,313.06
513030.00,2,CO,B,313.06
2015475.00,3,NA,B,252.95
1007737.50,3,NA,B,252.95
1026060.00,3,AR,B,252.95
4763850.00,3,AR,B,28.08
659610.00,3,AR,B,28.08
3078180.00,2,CO,B,28.08
996744.00,3,AR,B,28.08
7622160.00,1,TR,A,28.08
1465800.00,1,NA,B,28.08
913682.00,3,AR,B,28.08
879480.00,3,AR,B,28.08
1319220.00,3,NA,B,28.08
1154317.50,3,AR,B,28.08
581434.00,3,AR,B,28.08
1539090.00,2,CO,B,56.73
659610.00,3,AR,B,32.45
2198700.00,3,AR,B,32.45
3151470.00,1,NA,B,32.45
1319220.00,1,NA,B,32.45
4397400.00,3,CO,B,32.45
11726400.00,2,CO,A,32.45
7329000.00,3,AR,A,31.79
4035347.40,3,AR,B,31.79
1392510.00,2,CO,B,54.34
329805.00,3,AR,B,31.79
879480.00,3,CO,B,31.79
1074920.00,3,AR,B,31.79
1908593.75,1,NA,B,31.79
54967.50,3,AR,B,31.79
4397400.00,3,NA,B,31.79
192386.25,3,AR,B,54.34
6596100.00,3,CO,A,54.34
615636.00,2,CO,B,54.34
4397400.00,3,AR,B,77.46
9527700.00,1,AR,A,25.56
2638440.00,1,NA,B,25.56
1832250.00,1,TR,B,25.56
4397400.00,3,AR,B,25.56
1172640.00,1,NA,B,25.56
2286648.00,3,AR,B,25.93
3371340.00,3,AR,B,25.93
10993500.00,1,NA,A,25.93
412256.25,2,CO,B,25.93
2198700.00,3,NA,B,25.93
2198700.00,2,CO,B,25.93
384772.50,3,CO,B,25.93
213762.50,3,NA,B,25.93
458062.50,2,CO,B,25.93
879480.00,3,AR,B,25.93
1594057.50,2,CO,B,25.93
26970720.00,2,CO,O,43.07
274837.50,3,AR,B,43.07
439740.00,1,NA,B,43.07
1099350.00,3,AR,B,43.07
1172640.00,2,CO,B,25.97
2198700.00,2,CO,B,25.97
2931600.00,3,AR,B,34.36
2198700.00,2,CO,B,34.36
5863200.00,3,NA,A,34.36
10993500.00,3,CO,A,25.97
1172640.00,3,AR,B,25.97
4324110.00,2,CO,B,25.97
1319220.00,3,CO,B,34.36
2198700.00,3,CO,B,28.70
4617270.00,2,CO,B,28.70
274837.50,2,CO,B,28.70
1465800.00,1,NA,B,43.33
366450.00,3,AR,B,28.70
1923862.50,3,NA,B,28.70
1612380.00,3,AR,B,28.70
6596100.00,2,CO,A,28.70
2198700.00,3,NA,B,28.70
2198700.00,3,AR,B,28.70
4397400.00,3,NA,B,43.33
1368080.00,3,NA,B,43.33
549675.00,1,NA,B,43.33
1465800.00,1,NA,B,24.83
1172640.00,1,NA,B,24.83
11726400.00,1,AR,A,24.83
8550.50,2,CO,B,24.83
1465800.00,2,CO,B,24.83
483714.00,3,CO,B,51.46
1758960.00,3,AR,B,26.54
879480.00,3,AR,B,26.54
659610.00,1,NA,B,26.54
1319220.00,3,NA,B,26.54
406759.50,2,CO,B,26.54
439740.00,3,AR,B,26.54
233611.88,1,NA,B,26.54
109935.00,2,CO,B,26.54
109935.00,1,NA,B,26.54
21376.25,3,NA,B,24.75
1099350.00,1,NA,B,24.75
2931600.00,3,AR,B,24.75
2198700.00,3,CO,B,24.75
732900.00,1,NA,B,24.75
1172640.00,3,NA,B,33.77
219870.00,1,TR,B,28.90
952770.00,3,CO,B,28.90
1758960.00,2,CO,B,28.90
879480.00,3,NA,B,28.90
4111569.00,3,AR,B,28.90
659610.00,1,NA,B,28.90
1465800.00,1,NA,B,28.90
9373791.00,1,NA,A,28.90
307818.00,2,CO,B,28.90
1539090.00,2,CO,B,39.66
2198700.00,2,CO,B,39.66
879480.00,1,NA,B,39.66
146580.00,1,NA,B,53.14
586320.00,1,NA,B,53.14
513030.00,1,NA,B,53.14
1099350.00,2,CO,B,53.14
952770.00,2,CO,B,53.14
2667756.00,3,AR,B,26.10
3517920.00,3,NA,B,26.10
513030.00,1,AR,B,26.10
219870.00,1,NA,B,35.99
3078180.00,3,CO,B,26.10
1209285.00,1,NA,B,35.99
586320.00,3,AR,B,28.04
3664500.00,3,AR,B,28.04
2443000.00,3,AR,B,28.04
2931600.00,3,NA,B,28.04
5130300.00,3,CO,A,28.04
1685670.00,1,NA,B,20.16
2638440.00,3,AR,B,20.16
439740.00,1,NA,B,20.16
3429972.00,3,AR,B,48.89
1209285.00,2,CO,B,48.89
5496750.00,1,NA,A,36.39
659610.00,1,AR,B,61.93
879480.00,3,AR,B,75.88
945441.00,3,NA,B,75.88
945441.00,1,NA,B,75.88
5057010.00,2,CO,A,75.88
2858310.00,3,CO,B,75.88
2169384.00,3,AR,B,75.88
659610.00,3,AR,B,75.88
4397400.00,1,TR,B,75.88
1392510.00,2,CO,B,112.71
622965.00,3,AR,B,34.82
2565150.00,2,CO,B,34.82
1187298.00,1,NA,B,34.82
2198700.00,1,TR,B,34.82
1099350.00,2,CO,B,34.82
183225.00,1,AR,B,34.82
542346.00,1,NA,B,34.82
791532.00,3,AR,B,110.25
175896.00,3,AR,B,110.25
986666.62,1,TR,B,39.28
4947075.00,1,TR,B,39.28
982086.00,2,CO,B,38.80
1221500.00,1,AR,B,39.28
879480.00,2,CO,B,39.28
28436520.00,3,NA,O,38.80
1465800.00,1,AR,B,38.80
1465800.00,3,NA,B,38.80
18322.50,3,NA,B,111.39
2345280.00,2,CO,B,88.78
274837.50,3,CO,B,88.78
329805.00,3,CO,B,88.78
329805.00,3,NA,B,88.78
10993500.00,2,CO,A,171.57
2345280.00,2,CO,B,171.57
2137625.00,3,NA,B,171.57
732900.00,3,CO,B,171.57
3078180.00,3,NA,B,171.57
13192200.00,2,CO,A,171.57
1465800.00,3,NA,B,171.57
100773.75,3,NA,B,390.95
2931600.00,3,AR,B,57.58
1627038.00,1,NA,B,57.58
439740.00,3,AR,B,57.58
2198700.00,1,NA,B,57.58
4397400.00,2,CO,B,57.58
732900.00,3,NA,B,57.58
384772.50,3,NA,B,57.58
384772.50,3,NA,B,57.58
586320.00,3,AR,B,96.77
1084692.00,3,AR,B,96.77
1026060.00,1,NA,B,96.77
274837.50,3,NA,B,85.05
824512.50,1,AR,B,122.10
1319220.00,1,TR,B,122.10
83062.00,2,CO,B,122.10
989415.00,3,CO,B,74.19
2345280.00,3,AR,B,74.19
2748375.00,3,NA,B,74.19
329805.00,1,NA,B,74.19
879480.00,2,CO,B,28.28
476385.00,3,AR,B,28.28
29316000.00,2,CO,O,28.28
1363194.00,3,AR,B,28.28
3957660.00,1,NA,B,28.28
1685670.00,1,AR,B,28.28
879480.00,2,CO,B,28.28
1099350.00,3,AR,B,28.28
2931600.00,1,TR,B,28.28
4397400.00,2,CO,B,88.73
586320.00,1,AR,B,56.88
2374596.00,2,CO,B,56.88
989415.00,3,AR,B,56.88
21376.25,3,NA,B,56.88
293160.00,3,NA,B,92.66
1172640.00,3,AR,B,92.66
3114825.00,3,NA,B,101.41
3114825.00,3,NA,B,101.41
1465800.00,2,CO,B,101.41
1465800.00,3,NA,B,101.41
1121337.00,3,NA,B,101.41
1121337.00,3,NA,B,101.41
641287.50,3,NA,B,101.41
641287.50,3,NA,B,101.41
1465800.00,3,NA,B,101.41
1465800.00,3,NA,B,101.41
1099350.00,2,CO,B,278.01
4397400.00,3,CO,B,278.01
1319220.00,2,CO,B,87.39
2198700.00,2,CO,B,87.39
7329000.00,3,NA,A,65.73
7329000.00,3,NA,A,65.73
24552150.00,3,NA,O,65.73
2660427.00,3,AR,B,65.73
1209285.00,3,NA,B,65.73
1649025.00,3,NA,B,65.73
732900.00,3,NA,B,66.58
488600.00,1,NA,B,142.08
4397400.00,2,CO,B,66.58
2198700.00,1,AR,B,66.58
916125.00,3,NA,B,66.58
439740.00,2,CO,B,100.96
938112.00,3,NA,B,100.96
938112.00,3,NA,B,100.96
13253275.00,3,NA,A,100.96
641287.50,3,NA,B,100.96
600061.88,3,NA,B,100.96
641287.50,3,NA,B,100.96
600061.88,3,NA,B,100.96
1465800.00,2,CO,B,100.96
17589600.00,1,AR,O,93.16
2198700.00,3,NA,B,93.16
1685670.00,3,NA,B,93.16
542346.00,2,CO,B,64.85
1465800.00,2,CO,B,64.85
2244506.25,3,AR,B,64.85
3664500.00,3,AR,B,64.85
1289904.00,3,AR,B,64.85
1099350.00,3,AR,B,64.85
879480.00,2,CO,B,64.85
190554.00,2,CO,B,64.85
1245930.00,3,AR,B,64.85
879480.00,1,TR,B,64.85
4397400.00,1,AR,B,116.97
1319220.00,1,AR,B,80.05
5716620.00,2,CO,A,80.05
194829.25,3,AR,B,80.05
4104240.00,1,AR,B,80.05
403095.00,2,CO,B,140.40
2687300.00,3,AR,B,79.13
31514.70,3,AR,B,79.13
219870.00,3,AR,B,79.13
219870.00,3,CO,B,79.13
1055376.00,3,AR,B,79.13
586320.00,1,NA,B,79.13
586320.00,1,NA,B,79.13
685261.50,1,NA,B,79.13
622965.00,1,AR,B,79.13
659610.00,1,AR,B,79.13
684040.00,1,AR,B,79.13
3542350.00,2,CO,B,79.13
769545.00,1,TR,B,79.13
2726388.00,3,NA,B,172.67
2198700.00,3,CO,B,79.13
5203590.00,3,AR,A,79.13
3493490.00,3,AR,B,79.13
1026060.00,1,TR,B,79.13
513030.00,2,CO,B,79.13
513030.00,3,AR,B,79.13
1026060.00,1,AR,B,79.13
65961.00,1,AR,B,79.13
1465800.00,1,AR,B,79.13
535017.00,2,CO,B,62.02
1172640.00,1,AR,B,62.02
2931600.00,1,AR,B,62.02
977200.00,3,CO,B,62.02
806190.00,1,AR,B,62.02
3664500.00,1,AR,B,62.02
1099350.00,3,AR,B,62.02
244300.00,2,CO,B,62.02
1011402.00,3,CO,B,62.02
1363194.00,3,AR,B,159.87
1429155.00,1,TR,B,159.87
381108.00,2,CO,B,63.02
146580.00,2,CO,B,63.02
488600.00,3,AR,B,63.02
659610.00,3,CO,B,63.02
344463.00,2,CO,B,63.02
671825.00,2,CO,B,63.02
513030.00,3,AR,B,63.02
54967.50,1,TR,B,63.02
586320.00,3,CO,B,63.02
293160.00,3,NA,B,63.02
19085.94,3,AR,B,63.02
2217022.50,3,AR,B,63.02
732900.00,1,NA,B,63.02
557004.00,1,NA,B,63.02
2931600.00,2,CO,B,63.02
439740.00,3,AR,B,143.10
2418570.00,3,AR,B,143.10
4324110.00,1,NA,B,143.10
513030.00,1,NA,B,102.08
732900.00,3,CO,B,102.08
1363194.00,3,AR,B,102.08
1487787.00,3,CO,B,102.08
732900.00,3,AR,B,102.08
234528.00,1,AR,B,221.82
732900.00,3,AR,B,221.82
6596100.00,1,TR,A,221.82
102606.00,2,CO,B,102.43
285831.00,3,NA,B,102.43
146580.00,3,CO,B,102.43
47638.50,2,CO,B,102.43
47638.50,3,NA,B,102.43
1221500.00,3,NA,B,102.43
3664.50,2,CO,B,102.43
19544.00,3,NA,B,102.43
293160.00,2,CO,B,102.43
2748.38,3,NA,B,213.37
38477.25,2,CO,B,213.37
49470.75,2,CO,B,213.37
659610.00,3,AR,B,213.37
315147.00,3,AR,B,213.37
108102.75,3,CO,B,213.37
2638440.00,3,NA,B,206.73
12215.00,3,NA,B,206.73
366450.00,3,NA,B,206.73
483714.00,3,NA,B,206.73
114821.00,3,NA,B,206.73
478828.00,3,NA,B,192.83
776874.00,2,CO,B,192.83
219870.00,2,CO,B,192.83
293160.00,2,CO,B,192.83
3561894.00,3,CO,B,192.83
61838.44,3,AR,B,421.15
9527700.00,3,AR,A,421.15
1758960.00,1,NA,B,421.15
219870.00,2,CO,B,230.35
586320.00,3,NA,B,230.35
513030.00,1,TR,B,230.35
1612380.00,3,AR,B,230.35
96193.12,3,NA,B,230.35
96193.12,3,NA,B,230.35
1099350.00,1,NA,B,233.09
406759.50,3,NA,B,233.09
348127.50,3,NA,B,233.09
1465800.00,1,NA,B,233.09
49470.75,1,NA,B,141.38
384772.50,3,CO,B,141.38
263844.00,2,CO,B,141.38
3664500.00,3,AR,B,141.38
3371340.00,2,CO,B,141.38
732900.00,3,CO,B,141.38
395766.00,3,AR,B,141.38
659610.00,3,NA,B,141.38
439740.00,3,NA,B,141.38
256515.00,3,NA,B,141.38
488600.00,3,NA,B,141.38
3664500.00,3,NA,B,141.38
1465800.00,3,NA,B,442.42
305375.00,3,NA,B,442.42
2931600.00,1,NA,B,87.04
14658.00,2,CO,B,87.04
13192200.00,2,CO,A,87.04
996744.00,3,NA,B,158.81
1421826.00,1,NA,B,158.81
300489.00,1,AR,B,90.33
263844.00,3,CO,B,90.33
2198700.00,3,NA,B,90.33
2198700.00,3,NA,B,90.33
2286648.00,3,CO,B,90.33
15390900.00,3,AR,O,90.33
127646.75,3,CO,B,90.33
5657988.00,2,CO,A,90.33
78176.00,1,TR,B,90.33
400652.00,2,CO,B,90.33
68404.00,3,AR,B,90.33
293160.00,1,NA,B,90.33
1026060.00,3,AR,B,90.33
158184.25,3,AR,B,90.33
659610.00,2,CO,B,90.33
806190.00,2,CO,B,90.33
1465800.00,3,AR,B,90.33
366450.00,2,CO,B,90.33
366450.00,2,CO,B,90.33
1369790.10,1,NA,B,90.33
586320.00,3,AR,B,90.33
494707.50,2,CO,B,90.33
234528.00,1,NA,B,90.33
641287.50,3,NA,B,90.33
2198700.00,1,NA,B,78.72
1319220.00,3,AR,B,78.72
5716620.00,2,CO,A,78.72
2686078.50,3,CO,B,78.72
1978830.00,3,AR,B,78.72
476385.00,2,CO,B,78.72
2198700.00,1,TR,B,78.72
9527700.00,3,AR,A,78.72
1832250.00,1,AR,B,78.72
2198700.00,1,NA,B,101.48
2443.00,3,CO,B,101.48
1099350.00,3,AR,B,101.48
1758960.00,1,NA,B,101.48
146580.00,3,AR,B,101.48
146580.00,3,AR,B,101.48
1553748.00,2,CO,B,340.86
128990.40,3,AR,B,340.86
154519.75,2,CO,B,340.86
2931600.00,1,TR,B,340.86
2198700.00,3,NA,B,340.86
1026060.00,3,CO,B,340.86
1758960.00,3,AR,B,237.44
219870.00,3,AR,B,237.44
285831.00,2,CO,B,274.15
1465800.00,3,AR,B,163.23
351792.00,3,AR,B,163.23
659610.00,3,AR,B,163.23
762216.00,3,NA,B,546.90
879480.00,1,TR,B,168.16
410424.00,2,CO,B,168.16
1978830.00,1,TR,B,168.16
2198700.00,1,TR,B,214.83
11726400.00,2,CO,A,187.66
684040.00,3,NA,B,599.13
2931600.00,3,CO,B,108.85
366450.00,3,CO,B,108.85
1135384.25,3,AR,B,108.85
5496750.00,2,CO,A,108.85
1075897.20,2,CO,B,108.85
905864.40,3,AR,B,108.85
460200.12,3,NA,B,108.85
460200.12,2,CO,B,108.85
19544.00,2,CO,B,108.85
3180786.00,1,AR,B,108.85
8794800.00,3,AR,A,108.85
718242.00,3,AR,B,108.85
186645.20,3,NA,B,108.85
186645.20,2,CO,B,108.85
3517920.00,2,CO,B,108.85
198493.75,2,CO,B,108.85
550896.50,2,CO,B,111.28
879480.00,2,CO,B,111.28
24185700.00,1,NA,O,111.28
2638440.00,3,CO,B,111.28
2550492.00,3,AR,B,137.19
6229650.00,3,AR,A,111.28
4763850.00,2,CO,B,111.28
5276880.00,2,CO,A,111.28
498372.00,2,CO,B,111.28
33896.62,3,AR,B,137.19
938112.00,2,CO,B,111.28
1978830.00,3,AR,B,111.28
146580.00,3,AR,B,137.19
439740.00,3,AR,B,137.19
1758960.00,1,NA,B,137.19
4397400.00,3,CO,B,137.19
2931600.00,2,CO,B,137.19
732900.00,3,NA,B,92.33
5130300.00,2,CO,A,92.33
3591210.00,3,CO,B,92.33
1399839.00,3,AR,B,92.33
743710.28,3,AR,B,92.33
1719872.00,2,CO,B,92.33
513030.00,3,CO,B,92.33
850164.00,2,CO,B,92.33
5130300.00,2,CO,A,92.33
615636.00,2,CO,B,78.87
183225.00,3,AR,B,136.60
109935.00,3,AR,B,78.87
73290.00,3,AR,B,78.87
1143324.00,2,CO,B,78.87
249186.00,3,AR,B,78.87
580212.50,2,CO,B,78.87
87948.00,3,NA,B,78.87
820848.00,2,CO,B,78.87
952770.00,2,CO,B,78.87
476385.00,2,CO,B,78.87
1758960.00,3,AR,B,136.60
3120932.50,3,AR,B,136.60
2198700.00,2,CO,B,136.60
1099350.00,2,CO,B,82.24
1077363.00,1,AR,B,82.24
1465800.00,1,AR,B,82.24
1744302.00,1,NA,B,82.24
2462544.00,1,NA,B,82.24
662419.45,3,AR,B,82.24
1758960.00,1,NA,B,82.24
714577.50,1,AR,B,82.24
972924.75,3,AR,B,82.24
2511404.00,3,CO,B,197.69
1114008.00,2,CO,B,82.24
53746.00,3,NA,B,82.24
850164.00,3,NA,B,243.57
403095.00,3,NA,B,243.57
293160.00,2,CO,B,243.57
4397400.00,2,CO,B,243.57
610750.00,2,CO,B,243.57
1710100.00,3,AR,B,243.57
58632.00,3,NA,B,243.57
2198700.00,1,NA,B,243.57
1172640.00,2,CO,B,243.57
4614338.40,3,AR,B,243.57
1758960.00,3,AR,B,243.57
128257.50,3,AR,B,156.10
57166.20,2,CO,B,156.10
2583472.50,3,AR,B,156.10
853095.60,2,CO,B,156.10
351792.00,2,CO,B,156.10
470277.50,2,CO,B,156.10
2638440.00,1,AR,B,156.10
4837140.00,1,TR,B,349.06
2638440.00,1,AR,B,156.10
1905540.00,2,CO,B,212.63
1099350.00,2,CO,B,212.63
244300.00,3,AR,B,212.63
1539090.00,2,CO,B,212.63
2711730.00,3,CO,B,212.63
4702775.00,1,AR,B,212.63
879480.00,3,AR,B,212.63
791532.00,3,NA,B,212.63
1758960.00,1,TR,B,212.63
879480.00,3,NA,B,212.63
109935.00,2,CO,B,164.69
1026060.00,3,AR,B,164.69
1729644.00,2,CO,B,164.69
161238.00,3,NA,B,164.69
283388.00,2,CO,B,164.69
732900.00,1,AR,B,164.69
967428.00,2,CO,B,164.69
278502.00,3,AR,B,164.69
251018.25,3,NA,B,164.69
251018.25,2,CO,B,164.69
1209285.00,2,CO,B,164.69
1019952.50,3,NA,B,164.69
1722315.00,3,CO,B,164.69
5130300.00,2,CO,A,177.19
586320.00,3,NA,B,177.19
879480.00,3,AR,B,177.19
2931600.00,2,CO,B,177.19
565798.80,3,NA,B,542.06
137418.75,3,NA,B,256.33
384772.50,3,AR,B,256.33
542346.00,2,CO,B,256.33
449512.00,2,CO,B,256.33
1832250.00,2,CO,B,256.33
1465800.00,1,AR,B,256.33
3591210.00,1,NA,B,256.33
718242.00,2,CO,B,256.33
1128666.00,1,TR,B,256.33
1612380.00,2,AR,B,256.33
2506518.00,2,CO,B,256.33
630294.00,2,CO,B,256.33
5496750.00,1,NA,A,256.33
100040.85,3,AR,B,256.33
