ca,regime,famille,paquet,poids
2931600.00,3,NA,B,497.89
4886000.00,3,CO,B,497.89
2584205.40,2,CO,B,497.89
5130300.00,1,NA,A,249.03
2052120.00,2,CO,B,249.03
2345280.00,3,AR,B,249.03
6596100.00,2,CO,A,249.03
109935.00,3,NA,B,249.03
2110752.00,3,CO,B,249.03
1758960.00,2,CO,B,249.03
13192200.00,3,CO,A,249.03
1465800.00,1,AR,B,249.03
146580.00,2,CO,B,249.03
87948.00,3,CO,B,249.03
10260600.00,2,CO,A,249.03
533551.20,2,CO,B,249.03
538681.50,2,CO,B,249.03
50081.50,3,AR,B,611.75
5130300.00,1,NA,A,611.75
2638440.00,1,TR,B,151.31
2198700.00,1,TR,B,151.31
1465800.00,3,CO,B,151.31
2198700.00,3,CO,B,151.31
7329000.00,3,CO,A,151.31
219870.00,2,CO,B,151.31
36645.00,2,CO,B,151.31
879480.00,1,NA,B,151.31
136808.00,3,AR,B,151.31
732900.00,3,CO,B,151.31
2491860.00,1,NA,B,151.31
5863200.00,1,NA,A,515.02
439740.00,3,AR,B,143.89
610750.00,3,CO,B,143.89
4397400.00,3,AR,B,143.89
4763850.00,2,CO,B,143.89
15537480.00,2,CO,O,143.89
505701.00,3,AR,B,143.89
3371340.00,1,TR,B,143.89
403095.00,1,NA,B,546.26
1758960.00,1,NA,B,143.89
12459300.00,3,NA,A,143.89
6596100.00,3,AR,A,143.89
26384400.00,3,NA,O,143.89
6874602.00,2,CO,A,143.89
586320.00,3,CO,B,546.26
3664500.00,3,AR,B,546.26
183225.00,1,NA,B,546.26
1026060.00,2,CO,B,169.58
1172640.00,3,AR,B,169.58
3298050.00,2,CO,B,308.99
488600.00,2,CO,B,169.58
219870.00,1,NA,B,169.58
439740.00,1,TR,B,169.58
1099350.00,3,AR,B,169.58
293160.00,1,NA,B,169.58
197883.00,3,AR,B,169.58
197883.00,3,NA,B,169.58
2198700.00,3,AR,B,308.99
1563520.00,3,AR,B,308.99
952770.00,1,AR,B,151.46
17589600.00,3,NA,O,151.46
1099350.00,3,CO,B,151.46
611238.60,2,CO,B,151.46
1465800.00,1,TR,B,151.46
2198700.00,1,TR,B,151.46
1135995.00,3,AR,B,151.46
1978830.00,1,TR,B,151.46
2638440.00,3,AR,B,151.46
5863200.00,3,CO,A,151.46
6596100.00,3,AR,A,151.46
1074920.00,3,CO,B,545.00
3078180.00,2,CO,B,261.76
5130300.00,3,AR,A,261.76
190554.00,2,CO,B,261.76
10993500.00,3,NA,A,325.01
9894150.00,1,AR,A,325.01
175896.00,3,AR,B,325.01
351792.00,3,AR,B,150.53
7915320.00,2,CO,A,150.53
14071680.00,2,CO,A,150.53
513030.00,2,CO,B,150.53
801304.00,2,CO,B,150.53
879480.00,3,AR,B,150.53
366450.00,1,AR,B,150.53
5657988.00,3,CO,A,150.53
513030.00,2,CO,B,150.53
36645000.00,1,NA,Pl,150.53
879480.00,1,TR,B,150.53
342020.00,3,AR,B,150.53
16519566.00,2,CO,O,150.53
1539090.00,2,CO,B,150.53
6596100.00,2,CO,A,150.53
3664500.00,2,CO,B,150.53
1099350.00,1,TR,B,150.53
1304562.00,3,AR,B,150.53
7329000.00,1,AR,A,528.89
1465800.00,2,CO,B,163.46
732900.00,2,CO,B,163.46
6449520.00,1,NA,A,163.46
1465800.00,2,CO,B,163.46
732900.00,1,TR,B,163.46
2198700.00,3,AR,B,163.46
439740.00,1,TR,B,163.46
1758960.00,3,AR,B,163.46
879480.00,3,CO,B,163.46
1172640.00,3,AR,B,163.46
1685670.00,3,AR,B,163.46
1465800.00,3,AR,B,163.46
879480.00,3,CO,B,163.46
403095.00,3,CO,B,171.81
586320.00,3,AR,B,171.81
2491860.00,3,AR,B,171.81
85505.00,3,AR,B,171.81
175896.00,3,CO,B,171.81
3151470.00,3,AR,B,382.65
183225.00,2,CO,B,382.65
977200.00,3,CO,B,178.48
219870.00,1,NA,B,178.48
1465800.00,3,CO,B,178.48
2785020.00,3,CO,B,305.55
1099350.00,1,TR,B,305.55
1216614.00,2,CO,B,175.66
1172640.00,3,AR,B,175.66
425082.00,3,AR,B,175.66
1172640.00,2,CO,B,175.66
2052120.00,2,CO,B,175.66
3664500.00,1,TR,B,175.66
10993500.00,1,NA,A,175.66
1392510.00,3,NA,B,175.66
615636.00,3,AR,B,175.66
2711730.00,3,AR,B,175.66
2711730.00,3,AR,B,175.66
256515.00,2,CO,B,175.66
2125410.00,2,CO,B,175.66
610750.00,2,CO,B,175.66
1026060.00,3,AR,B,175.66
1319220.00,3,CO,B,175.66
732900.00,3,CO,B,164.32
513030.00,3,NA,B,164.32
1465800.00,3,NA,B,164.32
4397400.00,3,CO,B,164.32
351792.00,2,CO,B,164.32
3371340.00,3,CO,B,164.32
791532.00,3,CO,B,164.32
1172640.00,2,CO,B,164.32
1099350.00,3,AR,B,164.32
183225.00,1,AR,B,164.32
5057010.00,2,CO,A,164.32
4324110.00,3,CO,B,164.32
1187298.00,3,CO,B,164.32
2198700.00,1,TR,B,205.26
326140.50,2,CO,B,205.26
205212.00,1,AR,B,205.26
1154317.50,3,AR,B,205.26
897802.50,3,AR,B,205.26
8208480.00,3,AR,A,205.26
1978830.00,1,TR,B,205.26
7915320.00,2,CO,A,205.26
2198700.00,1,TR,B,205.26
2462544.00,2,CO,B,205.26
1172640.00,3,CO,B,205.26
2125410.00,3,CO,B,205.26
5863200.00,3,CO,A,205.26
2345280.00,1,AR,B,205.26
2785020.00,2,CO,B,205.26
2198700.00,1,TR,B,205.26
4104240.00,1,NA,B,205.26
2931600.00,1,AR,B,205.26
296824.50,3,CO,B,205.26
4690560.00,3,CO,B,205.26
3986976.00,2,CO,B,205.26
732900.00,1,AR,B,205.26
4250820.00,3,AR,B,205.26
2198700.00,1,TR,B,205.26
718242.00,1,TR,B,151.14
1758960.00,1,TR,B,151.14
219870.00,1,AR,B,151.14
219870.00,1,NA,B,151.14
513030.00,3,CO,B,151.14
513030.00,1,TR,B,151.14
513030.00,3,AR,B,337.96
1465800.00,3,NA,B,337.96
244300.00,2,CO,B,337.96
244300.00,1,NA,B,337.96
555782.50,2,CO,B,167.96
1070034.00,2,CO,B,167.96
496906.20,3,AR,B,167.96
989415.00,2,CO,B,167.96
1813927.50,1,NA,B,167.96
9527700.00,3,NA,A,167.96
4543980.00,2,CO,B,167.96
2198700.00,3,CO,B,167.96
1319220.00,3,AR,B,167.96
1539090.00,3,CO,B,371.23
1905540.00,2,CO,B,167.96
7329000.00,3,AR,A,167.96
586320.00,1,AR,B,167.96
2198700.00,3,AR,B,371.23
4397400.00,3,AR,B,283.14
439740.00,3,AR,B,283.14
952770.00,1,AR,B,283.14
923454.00,3,CO,B,283.14
659610.00,3,AR,B,283.14
109935.00,2,CO,B,283.14
260179.50,2,CO,B,283.14
87948.00,2,CO,B,283.14
879480.00,1,TR,B,283.14
131922.00,1,NA,B,283.14
879480.00,3,AR,B,910.18
586320.00,3,CO,B,313.04
879480.00,2,CO,B,313.04
1465800.00,3,NA,B,313.04
2198700.00,2,CO,B,313.04
2257332.00,2,CO,B,313.04
137785.20,3,CO,B,313.04
190554.00,3,NA,B,313.04
3298050.00,1,TR,B,313.04
219870.00,2,CO,B,286.44
183225.00,3,NA,B,286.44
183225.00,3,AR,B,286.44
2931600.00,1,TR,B,390.49
1978830.00,2,CO,B,390.49
458062.50,2,AR,B,390.49
732900.00,2,CO,B,390.49
2198700.00,2,CO,B,390.49
15390.90,3,NA,B,390.49
2511404.00,3,CO,B,353.05
659610.00,1,NA,B,353.05
1026060.00,3,AR,B,353.05
48078240.00,3,CO,Pl,346.86
1539090.00,2,CO,B,346.86
2931600.00,1,NA,B,346.86
1172640.00,2,CO,B,346.86
879480.00,1,NA,B,346.86
219870.00,3,NA,B,329.09
1539090.00,2,CO,B,175.68
879480.00,3,AR,B,175.68
1011402.00,3,CO,B,597.23
2198700.00,1,TR,B,597.23
37866.50,2,CO,B,597.23
513030.00,3,AR,B,175.68
2198700.00,2,CO,B,175.68
488600.00,3,CO,B,175.68
586320.00,1,NA,B,175.68
190554.00,3,CO,B,175.68
366450.00,1,NA,B,175.68
513030.00,3,AR,B,175.68
127036.00,3,AR,B,175.68
205212.00,2,CO,B,175.68
1099350.00,1,AR,B,175.68
659610.00,2,CO,B,175.68
659610.00,1,NA,B,175.68
879480.00,2,CO,B,175.68
366450.00,3,AR,B,175.68
659610.00,3,NA,B,176.17
1729644.00,2,CO,B,176.17
1758960.00,1,TR,B,176.17
1033389.00,3,NA,B,176.17
2198700.00,1,TR,B,176.17
1758960.00,3,CO,B,569.68
3298050.00,3,CO,B,176.17
2447886.00,2,CO,B,176.17
1465800.00,1,AR,B,176.17
520359.00,3,NA,B,368.19
842835.00,2,CO,B,368.19
61075.00,2,CO,B,368.19
732900.00,3,AR,B,368.19
183225.00,2,CO,B,368.19
256515.00,2,CO,B,368.19
91612.50,2,CO,B,368.19
439740.00,3,NA,B,368.19
1099350.00,1,NA,B,368.19
117264.00,1,AR,B,214.20
1905540.00,1,AR,B,214.20
549675.00,1,AR,B,214.20
427525.00,3,CO,B,214.20
2198700.00,3,CO,B,214.20
293160.00,2,CO,B,701.48
1612380.00,3,CO,B,701.48
102606.00,2,CO,B,214.20
659610.00,3,AR,B,214.20
513030.00,2,CO,B,214.20
71457.75,3,CO,B,214.20
146580.00,1,AR,B,214.20
256515.00,1,NA,B,214.20
4489012.50,3,NA,B,353.89
271173.00,2,CO,B,602.26
476385.00,3,AR,B,602.26
219870.00,3,AR,B,291.82
732900.00,3,CO,B,291.82
806190.00,1,NA,B,291.82
1276467.50,2,CO,B,291.82
219870.00,2,CO,B,291.82
305375.00,3,AR,B,291.82
109935.00,3,NA,B,602.26
1299676.00,3,NA,B,336.60
1245930.00,2,CO,B,336.60
513030.00,1,NA,B,336.60
1758960.00,2,CO,B,336.60
806190.00,2,CO,B,336.60
681597.00,3,AR,B,336.60
1508308.20,3,NA,B,336.60
1383959.50,2,CO,B,336.60
8978025.00,1,NA,A,1122.24
16856700.00,2,CO,O,336.60
329805.00,3,AR,B,336.60
366450.00,3,CO,B,336.60
183225.00,2,CO,B,281.80
25651.50,2,CO,B,281.80
87948.00,3,NA,B,281.80
439740.00,3,AR,B,281.80
1221500.00,3,AR,B,281.80
58632.00,2,CO,B,281.80
879480.00,1,TR,B,281.80
65961.00,3,AR,B,281.80
73290.00,3,NA,B,281.80
1099350.00,3,AR,B,281.80
787867.50,3,NA,B,438.65
181392.75,3,AR,B,438.65
1172640.00,3,CO,B,438.65
4718043.75,3,AR,B,438.65
48860.00,3,NA,B,438.65
53746.00,3,NA,B,438.65
879480.00,3,NA,B,438.65
1758960.00,2,CO,B,278.93
1172640.00,1,NA,B,278.93
2198700.00,3,AR,B,278.93
747558.00,3,AR,B,278.93
513030.00,3,NA,B,278.93
469056.00,3,CO,B,278.93
2565150.00,3,CO,B,278.93
24625440.00,3,AR,O,251.68
1209285.00,3,CO,B,251.68
1649025.00,2,CO,B,251.68
723372.30,3,AR,B,251.68
19544.00,3,AR,B,251.68
1062705.00,1,NA,B,251.68
31759.00,3,AR,B,251.68
879480.00,2,CO,B,251.68
1758960.00,1,NA,B,251.68
610750.00,2,CO,B,251.68
58632.00,3,AR,B,251.68
952770.00,1,NA,B,251.68
390880.00,3,NA,B,318.51
1348536.00,3,AR,B,318.51
2638440.00,3,CO,B,318.51
87948.00,3,CO,B,318.51
1465800.00,2,CO,B,318.51
659610.00,3,AR,B,318.51
549675.00,3,AR,B,318.51
219870.00,3,NA,B,318.51
168567.00,1,NA,B,318.51
1758960.00,3,AR,B,318.51
879480.00,2,CO,B,318.51
732900.00,1,TR,B,263.33
732900.00,3,CO,B,263.33
879480.00,3,NA,B,263.33
1221500.00,3,AR,B,263.33
1221500.00,3,AR,B,263.33
549675.00,2,AR,B,246.24
4275.25,2,CO,B,246.24
117264.00,3,AR,B,246.24
234528.00,2,CO,B,246.24
14658.00,3,CO,B,246.24
732900.00,2,CO,B,246.24
1099350.00,2,CO,B,246.24
4397400.00,3,NA,B,246.24
61075.00,3,AR,B,246.24
2638440.00,3,CO,B,246.24
879480.00,1,NA,B,246.24
1612380.00,3,NA,B,246.24
12092850.00,2,CO,A,252.01
117264.00,2,CO,B,252.01
337134.00,3,CO,B,252.01
283388.00,3,NA,B,252.01
293160.00,2,CO,B,252.01
43974.00,3,CO,B,252.01
916125.00,3,NA,B,252.01
146580.00,2,CO,B,252.01
2286648.00,3,NA,B,262.75
2198700.00,3,NA,B,262.75
1172640.00,2,CO,B,262.75
28338.80,3,AR,B,202.46
458062.50,3,NA,B,202.46
146580.00,2,CO,B,202.46
2931600.00,2,CO,B,202.46
6332256.00,3,NA,A,202.46
1319220.00,3,NA,B,202.46
586320.00,1,AR,B,202.46
335912.50,2,CO,B,202.46
293160.00,1,AR,B,202.46
659610.00,2,CO,B,202.46
65961.00,2,CO,B,202.46
1832250.00,1,AR,B,202.46
1480458.00,1,NA,B,374.87
1978830.00,3,AR,B,374.87
952770.00,1,AR,B,374.87
3737790.00,3,AR,B,374.87
262011.75,2,CO,B,374.87
234528.00,3,AR,B,374.87
537460.00,1,AR,B,694.13
2015475.00,3,NA,B,374.87
513030.00,2,CO,B,374.87
2638440.00,3,AR,B,374.87
586320.00,2,CO,B,314.88
513030.00,2,CO,B,629.75
1539090.00,2,CO,B,314.88
17589600.00,2,CO,O,314.88
2198700.00,2,CO,B,314.88
2198700.00,1,AR,B,314.88
335912.50,2,CO,B,314.88
1758960.00,2,CO,B,314.88
1289904.00,1,TR,B,314.88
644952.00,3,AR,B,314.88
615636.00,3,AR,B,314.88
1465800.00,1,AR,B,385.66
1216614.00,1,TR,B,385.66
3371340.00,2,CO,B,385.66
557004.00,1,AR,B,385.66
1868895.00,3,AR,B,385.66
2711730.00,2,CO,B,385.66
879480.00,3,AR,B,385.66
1026060.00,1,AR,B,1421.64
1832250.00,2,CO,B,359.75
102606.00,3,AR,B,359.75
11726400.00,2,CO,A,359.75
27483750.00,3,AR,O,359.75
1392510.00,2,CO,B,359.75
197883.00,3,AR,B,359.75
1084692.00,3,CO,B,359.75
3298050.00,3,AR,B,359.75
8794800.00,3,NA,A,359.75
938112.00,3,CO,B,359.75
659610.00,2,CO,B,359.75
513030.00,3,AR,B,359.75
3517920.00,2,CO,B,359.75
128257.50,2,CO,B,359.75
3312708.00,1,AR,B,936.34
3686487.00,2,CO,B,936.34
1722315.00,1,AR,B,416.44
4866456.00,2,CO,B,416.44
1374187.50,3,AR,B,416.44
1459936.80,1,AR,B,416.44
1905540.00,3,AR,B,416.44
2198700.00,1,AR,B,936.34
2931600.00,1,AR,B,936.34
2198700.00,2,CO,B,391.00
219870.00,3,NA,B,391.00
2281151.25,3,CO,B,391.00
366450.00,3,AR,B,391.00
2008146.00,3,AR,B,391.00
952770.00,2,CO,B,391.00
659610.00,3,AR,B,391.00
366450.00,1,NA,B,391.00
586320.00,3,AR,B,391.00
122150.00,2,CO,B,391.00
5496750.00,3,AR,A,701.15
1392510.00,3,AR,B,701.15
109935.00,1,AR,B,295.79
219870.00,2,CO,B,295.79
109935.00,1,NA,B,295.79
1923862.50,3,NA,B,501.06
366450.00,1,NA,B,295.79
2198700.00,1,AR,B,295.79
3737790.00,1,AR,B,295.79
1905540.00,1,AR,B,501.06
742672.00,1,AR,B,501.06
2638440.00,2,CO,B,398.35
1099350.00,3,AR,B,398.35
3664500.00,3,AR,B,398.35
2198700.00,3,AR,B,398.35
73290.00,3,AR,B,398.35
5276880.00,3,CO,A,398.35
513030.00,3,CO,B,398.35
1172640.00,2,CO,B,398.35
206433.50,2,CO,B,398.35
36645.00,2,CO,B,398.35
2638440.00,2,CO,B,398.35
2443000.00,3,NA,B,398.35
344463.00,2,CO,B,398.35
4302123.00,2,CO,B,398.35
439740.00,3,AR,B,807.70
293160.00,2,CO,B,807.70
1465800.00,1,TR,B,807.70
527688.00,3,CO,B,807.70
42996.80,3,CO,B,807.70
1099350.00,3,AR,B,863.99
366450.00,1,AR,B,863.99
2785020.00,2,CO,B,863.99
586320.00,3,AR,B,863.99
1055376.00,2,CO,B,863.99
171010.00,3,AR,B,863.99
1832250.00,3,NA,B,3091.11
1172640.00,3,CO,B,449.48
1172640.00,2,CO,B,449.48
10443825.00,3,AR,A,449.48
9527700.00,2,CO,A,449.48
2198700.00,2,CO,B,449.48
820848.00,3,CO,B,449.48
375244.80,3,CO,B,449.48
776874.00,3,CO,B,449.48
109935.00,3,CO,B,449.48
879480.00,1,TR,B,449.48
439740.00,2,CO,B,449.48
1099350.00,1,AR,B,449.48
1758960.00,2,CO,B,449.48
53746.00,1,AR,B,449.48
4983720.00,2,CO,B,449.48
732900.00,2,CO,B,449.48
410424.00,2,CO,B,449.48
2931600.00,3,CO,B,449.48
1465800.00,2,CO,B,1759.75
11726400.00,1,AR,A,728.32
3928344.00,2,CO,B,728.32
1465800.00,3,NA,B,728.32
2125410.00,2,CO,B,728.32
3371340.00,2,CO,B,728.32
6596100.00,2,CO,A,728.32
2565150.00,2,CO,B,728.32
4397400.00,3,NA,B,728.32
183225.00,3,AR,B,560.42
2491860.00,2,CO,B,560.42
513030.00,2,CO,B,560.42
513030.00,2,CO,B,560.42
1026060.00,2,CO,B,560.42
659610.00,2,CO,B,1229.60
610750.00,2,CO,B,1229.60
183225.00,3,NA,B,493.77
1099350.00,1,AR,B,493.77
952770.00,1,AR,B,493.77
1707657.00,3,AR,B,493.77
1758960.00,3,AR,B,493.77
4837140.00,3,AR,B,493.77
2198700.00,1,NA,B,493.77
952770.00,1,AR,B,493.77
513030.00,1,TR,B,493.77
278502.00,1,AR,B,493.77
3811080.00,3,CO,B,331.67
305375.00,3,NA,B,331.67
18322.50,2,CO,B,331.67
274837.50,3,NA,B,331.67
15171030.00,3,CO,O,331.67
9161250.00,3,NA,A,600.09
9161250.00,3,NA,A,600.09
703584.00,3,NA,B,600.09
261645.30,3,NA,B,600.09
105537.60,2,CO,B,600.09
439740.00,3,NA,B,600.09
244300.00,3,NA,B,319.13
4214175.00,3,NA,B,319.13
256515.00,3,NA,B,319.13
5276880.00,1,NA,A,509.51
3627855.00,2,CO,B,509.51
7585515.00,1,NA,A,509.51
513030.00,1,AR,B,509.51
659610.00,3,CO,B,509.51
4702775.00,3,NA,B,509.51
1465800.00,1,NA,B,509.51
3847725.00,3,CO,B,509.51
1832250.00,3,AR,B,509.51
2198700.00,1,NA,B,509.51
38477.25,3,AR,B,509.51
732900.00,3,AR,B,778.29
1978830.00,3,AR,B,778.29
5936490.00,2,CO,A,778.29
1114008.00,2,CO,B,348.33
1876224.00,3,CO,B,348.33
136808.00,2,CO,B,348.33
13030962.00,3,CO,A,348.33
879480.00,3,CO,B,348.33
2198700.00,2,CO,B,348.33
3078180.00,2,CO,B,1042.03
366450.00,1,AR,B,571.46
732900.00,2,CO,B,571.46
2594466.00,3,AR,B,571.46
299267.50,3,AR,B,571.46
329805.00,3,NA,B,571.46
659610.00,1,NA,B,571.46
161238.00,2,CO,B,571.46
183225.00,2,CO,B,571.46
659610.00,2,CO,B,571.46
476385.00,2,CO,B,1237.50
439740.00,2,CO,B,1237.50
4543980.00,1,TR,B,1237.50
470277.50,3,CO,B,401.85
8061900.00,3,CO,A,401.85
1172640.00,3,AR,B,401.85
73290.00,2,CO,B,401.85
183225.00,2,CO,B,401.85
192386.25,3,AR,B,401.85
5863200.00,3,NA,A,401.85
410424.00,3,AR,B,401.85
6596100.00,3,AR,A,401.85
586320.00,3,CO,B,702.54
610750.00,3,AR,B,702.54
1253259.00,3,AR,B,702.54
439740.00,1,NA,B,702.54
439740.00,1,NA,B,702.54
1392510.00,3,AR,B,702.54
2913277.50,3,AR,B,702.54
2198700.00,1,TR,B,1503.92
439740.00,3,AR,B,1503.92
732900.00,3,AR,B,1503.92
410424.00,2,CO,B,453.08
2748375.00,3,CO,B,453.08
4397400.00,3,AR,B,453.08
1868895.00,3,CO,B,453.08
12459300.00,3,CO,A,453.08
8267112.00,3,AR,A,453.08
1160425.00,2,CO,B,453.08
14071680.00,1,NA,A,453.08
996744.00,1,NA,B,453.08
10993500.00,2,CO,A,453.08
439740.00,3,CO,B,453.08
1223943.00,2,CO,B,453.08
10749200.00,2,CO,A,453.08
7390075.00,2,CO,A,453.08
7054162.50,2,CO,A,453.08
10211740.00,2,CO,A,453.08
2902284.00,2,CO,B,453.08
351792.00,2,CO,B,453.08
513030.00,2,CO,B,453.08
1954400.00,2,CO,B,453.08
1270360.00,2,CO,B,453.08
3029320.00,3,NA,B,453.08
306596.50,3,NA,B,453.08
2125410.00,3,CO,B,453.08
3517920.00,2,CO,B,1450.58
2270768.50,2,CO,B,1450.58
205212.00,1,AR,B,536.29
513030.00,3,AR,B,536.29
12312720.00,3,CO,A,536.29
1319220.00,3,CO,B,536.29
2931600.00,2,CO,B,536.29
48860.00,3,CO,B,536.29
879480.00,3,AR,B,471.01
1758960.00,3,CO,B,471.01
219870.00,3,AR,B,471.01
483714.00,3,AR,B,801.28
806190.00,3,AR,B,801.28
2565150.00,3,AR,B,471.01
879480.00,3,AR,B,471.01
73290.00,2,CO,B,471.01
183225.00,3,CO,B,471.01
879480.00,3,AR,B,471.01
1099350.00,2,CO,B,471.01
384772.50,2,CO,B,665.16
632737.00,3,AR,B,665.16
488111.40,3,AR,B,665.16
527688.00,2,CO,B,665.16
439740.00,2,CO,B,665.16
4030950.00,3,NA,B,665.16
1275246.00,2,CO,B,485.79
952770.00,3,CO,B,485.79
146580.00,3,AR,B,485.79
410424.00,2,CO,B,485.79
2638440.00,3,CO,B,485.79
366450.00,2,CO,B,485.79
1319220.00,1,TR,B,485.79
7329.00,2,CO,B,485.79
806190.00,3,AR,B,579.08
451955.00,3,NA,B,579.08
146580.00,2,CO,B,579.08
73290.00,2,CO,B,579.08
952770.00,2,CO,B,579.08
439740.00,3,NA,B,579.08
249186.00,3,AR,B,579.08
1758960.00,2,CO,B,324.12
439740.00,1,TR,B,324.12
513030.00,2,CO,B,324.12
4093246.50,3,CO,B,324.12
219870.00,3,CO,B,324.12
8043577.50,3,CO,A,324.12
448534.80,2,CO,B,324.12
688926.00,2,CO,B,324.12
439740.00,2,CO,B,324.12
458062.50,2,CO,B,324.12
302321.25,3,AR,B,324.12
171010.00,3,CO,B,324.12
1758960.00,2,CO,B,324.12
3151470.00,2,CO,B,324.12
6596100.00,3,CO,A,324.12
3847725.00,3,AR,B,324.12
7915320.00,3,CO,A,324.12
3078180.00,3,AR,B,324.12
1467632.25,3,CO,B,324.12
3517920.00,3,CO,B,324.12
366450.00,3,AR,B,324.12
5863200.00,2,CO,A,324.12
2931600.00,2,CO,B,324.12
2198700.00,2,CO,B,324.12
8184.05,2,CO,B,324.12
586320.00,3,NA,B,1153.07
249186.00,2,CO,B,1153.07
1495116.00,3,AR,B,584.44
1026060.00,1,AR,B,584.44
439740.00,1,AR,B,584.44
3224760.00,1,TR,B,584.44
2565150.00,3,AR,B,584.44
1319220.00,3,AR,B,584.44
1465800.00,3,NA,B,584.44
5936490.00,1,NA,A,584.44
3811080.00,1,TR,B,584.44
1116451.00,2,CO,B,584.44
381108.00,3,CO,B,584.44
1612380.00,2,CO,B,584.44
1539090.00,3,AR,B,584.44
7202941.20,3,AR,A,584.44
531352.50,3,AR,B,584.44
1245930.00,2,CO,B,584.44
366450.00,3,AR,B,584.44
1026060.00,3,AR,B,1983.99
732900.00,2,CO,B,511.79
366450.00,3,AR,B,511.79
6596100.00,3,AR,A,574.68
586320.00,3,AR,B,338.94
1026060.00,3,CO,B,338.94
2931600.00,3,AR,B,338.94
1832250.00,1,AR,B,338.94
1099350.00,3,AR,B,338.94
10260600.00,1,NA,A,338.94
3664500.00,2,CO,B,338.94
1832250.00,3,CO,B,338.94
6596100.00,3,AR,A,338.94
2455215.00,3,AR,B,338.94
1245930.00,3,CO,B,338.94
4397400.00,3,CO,B,338.94
1099350.00,3,CO,B,338.94
2931600.00,2,CO,B,338.94
659610.00,3,AR,B,338.94
293160.00,2,CO,B,338.94
7267925.00,3,CO,A,338.94
4384574.25,3,AR,B,338.94
2638440.00,2,CO,B,338.94
703584.00,1,NA,B,787.62
1978830.00,3,AR,B,787.62
439740.00,1,NA,B,787.62
329805.00,3,AR,B,787.62
18322.50,2,CO,B,501.40
671825.00,1,TR,B,501.40
2198700.00,3,CO,B,607.92
513030.00,3,CO,B,501.40
2198700.00,2,CO,B,501.40
3298050.00,2,CO,B,501.40
351792.00,3,CO,B,607.92
2443000.00,1,AR,B,607.92
2198700.00,2,CO,B,607.92
97720.00,1,NA,B,607.92
293160.00,3,AR,B,511.20
1026060.00,1,NA,B,511.20
1026060.00,1,NA,B,511.20
2565150.00,2,CO,B,511.20
439740.00,3,AR,B,511.20
1758960.00,3,AR,B,511.20
1026060.00,3,AR,B,801.15
329805.00,3,AR,B,801.15
7329000.00,3,AR,A,505.60
1758960.00,3,AR,B,505.60
732900.00,3,AR,B,505.60
1026060.00,3,CO,B,505.60
659610.00,3,CO,B,505.60
659610.00,2,CO,B,505.60
293160.00,3,AR,B,987.94
3371340.00,2,CO,B,505.60
439740.00,2,CO,B,987.94
806190.00,2,CO,B,987.94
879480.00,3,AR,B,987.94
10553760.00,2,CO,A,647.34
7329000.00,2,CO,A,647.34
879480.00,3,CO,B,647.34
1374187.50,3,CO,B,647.34
322476.00,3,AR,B,647.34
34446300.00,3,CO,Pl,647.34
589984.50,3,AR,B,1656.79
5863200.00,2,CO,A,397.86
439740.00,3,AR,B,397.86
1319220.00,3,AR,B,670.16
244300.00,3,CO,B,670.16
305375.00,2,CO,B,670.16
977200.00,2,CO,B,361.21
1465800.00,3,CO,B,361.21
6053754.00,3,AR,A,527.31
3125329.90,3,AR,B,361.21
2198700.00,1,TR,B,361.21
1099350.00,3,AR,B,361.21
769545.00,3,CO,B,361.21
2198700.00,2,CO,B,361.21
1465800.00,2,CO,B,361.21
2946258.00,3,AR,B,361.21
513030.00,2,CO,B,527.31
2345280.00,3,CO,B,527.31
4397400.00,3,AR,B,535.08
5276880.00,1,TR,A,535.08
1758960.00,3,CO,B,535.08
586320.00,3,AR,B,535.08
806190.00,2,CO,B,776.12
2931600.00,2,CO,B,562.93
513030.00,3,AR,B,562.93
351792.00,2,CO,B,562.93
2931600.00,3,CO,B,562.93
952770.00,1,NA,B,562.93
6596100.00,2,CO,A,562.93
824512.50,2,CO,B,555.27
439740.00,3,AR,B,555.27
5863200.00,2,CO,A,555.27
3144141.00,2,CO,B,555.27
586320.00,3,AR,B,555.27
183225.00,3,AR,B,555.27
586320.00,3,AR,B,555.27
1172640.00,3,AR,B,555.27
2198700.00,2,CO,B,555.27
2931600.00,2,CO,B,555.27
1099350.00,2,CO,B,558.11
659610.00,3,AR,B,558.11
781760.00,2,CO,B,558.11
263844.00,1,NA,B,558.11
659610.00,1,AR,B,558.11
659610.00,1,AR,B,558.11
293160.00,3,AR,B,558.11
488600.00,3,CO,B,558.11
732900.00,2,CO,B,1247.97
1465800.00,3,AR,B,1247.97
390880.00,3,CO,B,1247.97
4397400.00,1,TR,B,1247.97
586320.00,1,TR,B,567.37
501303.60,2,CO,B,567.37
4397400.00,1,AR,B,567.37
366450.00,3,AR,B,567.37
1946948.85,3,AR,B,567.37
1758960.00,3,AR,B,567.37
146580.00,3,AR,B,567.37
7035840.00,3,CO,A,567.37
3994305.00,3,CO,B,567.37
2198700.00,1,NA,B,567.37
2931600.00,2,CO,B,567.37
2198700.00,2,CO,B,567.37
2931600.00,3,AR,B,567.37
3664500.00,3,AR,B,567.37
3737790.00,2,CO,B,567.37
1832250.00,3,CO,B,567.37
879480.00,3,AR,B,567.37
234528.00,2,CO,B,1830.48
183225.00,3,AR,B,567.37
3054727.20,3,NA,B,145.80
